OrderID,OrderDate,CustomerID,CustomerName,Gender,Age,Product,Category,SubCategory,Brand,Quantity,UnitPrice,Discount,DiscountAmount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderChannel,City,State,Region,DeliveryDays,ReturnStatus,Rating,Status
ORD00129,30-Aug-25,CUST339,Rahul,Male,25,Laptop,Electronics,Laptop,Apple,5,31878,5,7969.5,27255.69,288,178964.19,Cash on Delivery,Mobile App,Lucknow,Uttar Pradesh,North,7,No Return,4,Returned
ORD00130,28-Dec-25,CUST389,Karan,Female,40,Mouse,Electronics,Mouse,Nike,2,33074,10,6614.8,10715.98,377,70626.18,Net Banking,Website,Delhi,Delhi,North,4,Returned,3,Delivered
ORD00131,31-Mar-26,CUST455,Anjali,Female,29,Tablet,Electronics,Tablet,Samsung,1,24321,10,2432.1,3940,350,26178.9,Cash on Delivery,Mobile App,Delhi,Delhi,North,3,Returned,5,Delivered
ORD00132,23-May-25,CUST831,Anjali,Female,45,Laptop,Electronics,Laptop,Noise,4,42895,15,25737,26251.74,98,172192.74,Card,Website,Lucknow,Uttar Pradesh,North,9,Returned,1,Shipped
ORD00133,05-Feb-26,CUST726,Rahul,Female,58,Keyboard,Electronics,Keyboard,Apple,5,48980,0,0,44082,96,289078,Card,Website,Jaipur,Rajasthan,North,5,Returned,2,Returned
ORD00134,14-Jul-25,CUST979,Arjun,Male,33,Tablet,Electronics,Tablet,Noise,1,49527,0,0,8914.86,456,58897.86,UPI,Website,Pune,Maharashtra,West,5,Returned,5,Returned
ORD00135,24-Apr-25,CUST262,Sneha,Female,55,Tablet,Electronics,Tablet,Samsung,4,24297,5,4859.4,16619.15,167,109114.75,Cash on Delivery,Website,Lucknow,Uttar Pradesh,North,5,No Return,1,Delivered
ORD00136,16-May-25,CUST905,Amit,Male,57,Laptop,Electronics,Laptop,Nike,5,47683,5,11920.75,40768.96,420,267683.21,Net Banking,Website,Delhi,Delhi,North,4,Returned,4,Delivered
ORD00137,10-Sep-25,CUST630,Priya,Male,59,Keyboard,Electronics,Keyboard,Adidas,3,48486,0,0,26182.44,460,172100.44,UPI,Website,Bangalore,Karnataka,South,6,No Return,2,Cancelled
ORD00138,06-Jul-25,CUST336,Amit,Male,18,Laptop,Electronics,Laptop,Dell,4,35587,10,14234.8,23060.38,243,151416.58,Card,Website,Patiala,Punjab,North,3,No Return,4,Shipped
ORD00139,01-Aug-25,CUST813,Rahul,Male,47,Camera,Electronics,Camera,Noise,5,38537,20,38537,27746.64,428,182322.64,UPI,Mobile App,Bangalore,Karnataka,South,8,No Return,1,Shipped
ORD00140,30-Dec-25,CUST631,Neha,Female,18,Camera,Electronics,Camera,Apple,5,2675,15,2006.25,2046.38,318,13733.12,Net Banking,Website,Pune,Maharashtra,West,3,Returned,1,Cancelled
ORD00141,29-Apr-25,CUST688,Amit,Male,43,Backpack,Accessories,Backpack,Noise,3,31905,5,4785.75,16367.26,396,107692.51,Card,Mobile App,Patiala,Punjab,North,2,Returned,5,Cancelled
ORD00142,31-Jul-25,CUST100,Rahul,Male,60,Camera,Electronics,Camera,Adidas,1,37253,5,1862.65,6370.26,234,41994.61,Cash on Delivery,Website,Jaipur,Rajasthan,North,4,No Return,1,Delivered
ORD00143,11-Oct-25,CUST905,Amit,Female,24,Laptop,Electronics,Laptop,Nike,1,7447,20,1489.4,1072.37,383,7412.97,Net Banking,Website,Delhi,Delhi,North,6,No Return,5,Shipped
ORD00144,23-Jun-25,CUST345,Rahul,Female,27,Phone,Electronics,Phone,Nike,3,2465,5,369.75,1264.54,407,8696.8,Net Banking,Mobile App,Patiala,Punjab,North,5,Returned,5,Returned
ORD00145,19-Jul-25,CUST280,Amit,Male,52,Phone,Electronics,Phone,Lenovo,2,43125,10,8625,13972.5,153,91750.5,Net Banking,Mobile App,Lucknow,Uttar Pradesh,North,5,Returned,2,Returned
ORD00146,09-May-25,CUST463,Sneha,Male,48,Camera,Electronics,Camera,Apple,2,25854,15,7756.2,7911.32,26,51889.12,UPI,Mobile App,Patiala,Punjab,North,1,Returned,5,Cancelled
ORD00147,09-Oct-25,CUST400,Amit,Male,24,Keyboard,Electronics,Keyboard,Boat,4,24413,0,0,17577.36,0,115229.36,UPI,Mobile App,Mumbai,Maharashtra,West,2,No Return,1,Shipped
ORD00148,17-Oct-25,CUST204,Riya,Male,59,Mouse,Electronics,Mouse,HP,2,8194,5,819.4,2802.35,178,18548.95,Net Banking,Mobile App,Delhi,Delhi,North,2,Returned,3,Cancelled
ORD00149,02-Jun-25,CUST237,Neha,Male,31,Phone,Electronics,Phone,Lenovo,2,23798,5,2379.8,8138.92,62,53417.12,Cash on Delivery,Mobile App,Pune,Maharashtra,West,2,Returned,5,Cancelled
ORD00150,03-Sep-25,CUST635,Priya,Female,50,Shoes,Fashion,Shoes,Dell,1,26351,5,1317.55,4506.02,205,29744.47,Cash on Delivery,Mobile App,Delhi,Delhi,North,9,Returned,1,Delivered
ORD00151,21-Aug-25,CUST742,Neha,Female,40,Tablet,Electronics,Tablet,Lenovo,2,32644,0,0,11751.84,413,77452.84,Card,Website,Pune,Maharashtra,West,7,No Return,4,Cancelled
ORD00152,25-Apr-25,CUST493,Vikas,Female,34,Tablet,Electronics,Tablet,Sony,5,13792,0,0,12412.8,437,81809.8,UPI,Mobile App,Lucknow,Uttar Pradesh,North,1,No Return,4,Delivered
ORD00153,20-Jun-25,CUST596,Karan,Male,31,Laptop,Electronics,Laptop,Apple,5,12497,15,9372.75,9560.2,71,62743.46,Net Banking,Mobile App,Lucknow,Uttar Pradesh,North,10,Returned,5,Delivered
ORD00154,09-Oct-25,CUST437,Anjali,Female,51,Shoes,Fashion,Shoes,Boat,5,46090,5,11522.5,39406.95,212,258546.45,UPI,Mobile App,Bangalore,Karnataka,South,6,No Return,2,Cancelled
ORD00155,13-Nov-25,CUST774,Neha,Female,34,Phone,Electronics,Phone,Adidas,5,5689,10,2844.5,4608.09,96,30304.59,UPI,Website,Patiala,Punjab,North,6,Returned,1,Cancelled
ORD00156,08-Apr-26,CUST652,Sneha,Female,39,Shoes,Fashion,Shoes,Lenovo,1,37843,0,0,6811.74,134,44788.74,Cash on Delivery,Website,Bangalore,Karnataka,South,8,No Return,3,Shipped
ORD00157,11-Feb-26,CUST395,Neha,Male,26,Mouse,Electronics,Mouse,Boat,2,11265,20,4506,3244.32,220,21488.32,UPI,Mobile App,Bangalore,Karnataka,South,4,Returned,2,Cancelled
ORD00158,15-Jul-25,CUST116,Neha,Female,28,Laptop,Electronics,Laptop,Lenovo,2,3628,20,1451.2,1044.86,45,6894.66,Card,Website,Delhi,Delhi,North,2,Returned,1,Delivered
ORD00159,21-Jan-26,CUST707,Amit,Male,35,Laptop,Electronics,Laptop,Dell,2,7118,10,1423.6,2306.23,140,15258.63,Card,Mobile App,Pune,Maharashtra,West,10,No Return,3,Shipped
ORD00160,04-Jun-25,CUST330,Anjali,Male,48,Phone,Electronics,Phone,Dell,2,31726,15,9517.8,9708.16,13,63655.36,Card,Mobile App,Mumbai,Maharashtra,West,1,No Return,5,Cancelled
ORD00161,05-Oct-25,CUST275,Karan,Female,24,Mouse,Electronics,Mouse,HP,4,42298,20,33838.4,24363.65,262,159979.25,Cash on Delivery,Mobile App,Patiala,Punjab,North,8,No Return,5,Delivered
ORD00162,19-Oct-25,CUST133,Priya,Male,30,Keyboard,Electronics,Keyboard,Nike,4,43897,15,26338.2,26864.96,108,176222.76,Cash on Delivery,Mobile App,Patiala,Punjab,North,8,No Return,3,Cancelled
ORD00163,23-Sep-25,CUST905,Rahul,Female,19,Watch,Fashion,Watch,Nike,2,48486,0,0,17454.96,267,114693.96,Cash on Delivery,Website,Bangalore,Karnataka,South,1,No Return,5,Delivered
ORD00164,22-Jul-25,CUST196,Amit,Female,37,Watch,Fashion,Watch,Lenovo,3,11761,15,5292.45,5398.3,14,35402.85,Net Banking,Mobile App,Chandigarh,Punjab,North,5,No Return,1,Delivered
ORD00165,10-Dec-25,CUST169,Sneha,Male,19,Camera,Electronics,Camera,Samsung,1,34466,5,1723.3,5893.69,50,38686.39,Card,Website,Lucknow,Uttar Pradesh,North,1,No Return,3,Delivered
ORD00166,17-Oct-25,CUST774,Vikas,Female,57,Watch,Fashion,Watch,Sony,3,42623,20,25573.8,18413.14,20,120728.34,Cash on Delivery,Mobile App,Lucknow,Uttar Pradesh,North,1,Returned,1,Shipped
ORD00167,06-Feb-26,CUST715,Karan,Female,45,Shoes,Fashion,Shoes,Noise,2,35830,10,7166,11608.92,133,76235.92,UPI,Website,Chandigarh,Punjab,North,8,Returned,1,Delivered
ORD00168,29-Jun-25,CUST634,Anjali,Female,37,Watch,Fashion,Watch,Sony,1,40523,0,0,7294.14,302,48119.14,Card,Mobile App,Patiala,Punjab,North,9,No Return,5,Returned
ORD00169,04-Mar-26,CUST198,Amit,Male,24,Keyboard,Electronics,Keyboard,Adidas,4,11352,0,0,8173.44,161,53742.44,Cash on Delivery,Website,Mumbai,Maharashtra,West,6,No Return,1,Cancelled
ORD00170,26-Oct-25,CUST119,Rahul,Male,18,Backpack,Accessories,Backpack,Sony,4,42955,0,0,30927.6,41,202788.6,Cash on Delivery,Mobile App,Pune,Maharashtra,West,9,No Return,3,Returned
ORD00171,01-Oct-25,CUST117,Anjali,Female,59,Shoes,Fashion,Shoes,Nike,3,40789,10,12236.7,19823.45,488,130441.75,Card,Website,Chandigarh,Punjab,North,3,No Return,1,Returned
ORD00172,27-Jul-25,CUST260,Vikas,Female,56,Headphones,Electronics,Headphones,Sony,5,39991,5,9997.75,34192.31,328,224477.55,Net Banking,Mobile App,Delhi,Delhi,North,10,Returned,4,Cancelled
ORD00173,18-Dec-25,CUST689,Karan,Male,41,Keyboard,Electronics,Keyboard,Adidas,3,22410,10,6723,10891.26,365,71763.26,Cash on Delivery,Mobile App,Delhi,Delhi,North,1,Returned,1,Returned
ORD00174,08-Oct-25,CUST343,Amit,Female,18,Phone,Electronics,Phone,Boat,4,3086,10,1234.4,1999.73,247,13356.33,Net Banking,Mobile App,Mumbai,Maharashtra,West,4,Returned,5,Cancelled
ORD00175,30-Jul-25,CUST273,Arjun,Male,53,Headphones,Electronics,Headphones,Dell,3,39476,20,23685.6,17053.63,78,111874.03,Card,Mobile App,Delhi,Delhi,North,5,Returned,2,Returned
ORD00176,25-Sep-25,CUST899,Arjun,Female,31,Keyboard,Electronics,Keyboard,Boat,1,31021,15,4653.15,4746.21,39,31153.06,Card,Website,Patiala,Punjab,North,8,Returned,4,Delivered
ORD00177,04-Jul-25,CUST737,Sneha,Male,46,Laptop,Electronics,Laptop,Adidas,1,581,0,0,104.58,19,704.58,Card,Website,Delhi,Delhi,North,4,Returned,2,Shipped
ORD00178,05-Feb-26,CUST387,Riya,Female,23,Tablet,Electronics,Tablet,Samsung,3,36753,10,11025.9,17861.96,200,117295.06,UPI,Website,Lucknow,Uttar Pradesh,North,9,No Return,3,Cancelled
ORD00179,20-Dec-25,CUST825,Rahul,Male,30,Mouse,Electronics,Mouse,Lenovo,3,34859,5,5228.85,17882.67,482,117712.82,UPI,Website,Patiala,Punjab,North,6,Returned,1,Returned
ORD00180,20-Mar-26,CUST930,Anjali,Male,38,Backpack,Accessories,Backpack,Noise,3,27908,15,12558.6,12809.77,250,84225.17,Cash on Delivery,Website,Patiala,Punjab,North,9,Returned,5,Delivered
ORD00181,06-Jan-26,CUST588,Anjali,Male,29,Mouse,Electronics,Mouse,HP,3,47658,0,0,25735.32,240,168949.32,Cash on Delivery,Website,Patiala,Punjab,North,4,No Return,2,Cancelled
ORD00182,24-Oct-25,CUST374,Karan,Male,56,Headphones,Electronics,Headphones,Dell,4,2329,0,0,1676.88,348,11340.88,UPI,Website,Chandigarh,Punjab,North,1,No Return,2,Delivered
ORD00183,14-Nov-25,CUST172,Karan,Male,42,Headphones,Electronics,Headphones,Adidas,2,10674,20,4269.6,3074.11,316,20468.51,Net Banking,Website,Pune,Maharashtra,West,5,No Return,1,Shipped
ORD00184,10-Sep-25,CUST922,Anjali,Female,37,Mouse,Electronics,Mouse,Dell,4,9797,15,5878.2,5995.76,457,39762.56,Card,Website,Chandigarh,Punjab,North,3,Returned,5,Shipped
ORD00185,29-Nov-25,CUST755,Amit,Male,46,Laptop,Electronics,Laptop,Sony,3,44724,5,6708.6,22943.41,76,150482.81,Card,Website,Delhi,Delhi,North,7,Returned,2,Shipped
ORD00186,22-Feb-26,CUST130,Amit,Female,33,Keyboard,Electronics,Keyboard,Noise,2,41199,20,16479.6,11865.31,317,78100.71,UPI,Mobile App,Pune,Maharashtra,West,2,No Return,3,Delivered
ORD00187,11-Jul-25,CUST635,Sneha,Male,37,Phone,Electronics,Phone,Lenovo,5,41589,0,0,37430.1,194,245569.1,Net Banking,Mobile App,Patiala,Punjab,North,10,No Return,1,Delivered
ORD00188,15-Feb-26,CUST542,Neha,Male,50,Mouse,Electronics,Mouse,Noise,3,38807,5,5821.05,19907.99,361,130868.94,Cash on Delivery,Website,Pune,Maharashtra,West,10,Returned,5,Returned
ORD00189,02-Jul-25,CUST301,Priya,Male,32,Headphones,Electronics,Headphones,HP,1,6099,0,0,1097.82,238,7434.82,Cash on Delivery,Mobile App,Lucknow,Uttar Pradesh,North,10,No Return,2,Delivered
ORD00190,29-Sep-25,CUST210,Anjali,Female,25,Shoes,Fashion,Shoes,Adidas,1,22901,0,0,4122.18,141,27164.18,UPI,Website,Lucknow,Uttar Pradesh,North,4,Returned,3,Delivered
ORD00191,03-Dec-25,CUST908,Priya,Female,58,Keyboard,Electronics,Keyboard,Boat,2,15512,20,6204.8,4467.46,484,29770.66,Card,Mobile App,Mumbai,Maharashtra,West,8,Returned,1,Returned
ORD00192,01-May-25,CUST584,Rahul,Male,58,Phone,Electronics,Phone,Dell,3,15329,15,6898.05,7036.01,288,46412.96,Cash on Delivery,Mobile App,Jaipur,Rajasthan,North,4,No Return,5,Shipped
ORD00193,06-Jun-25,CUST912,Rahul,Male,57,Shoes,Fashion,Shoes,Sony,1,10386,10,1038.6,1682.53,35,11064.93,Card,Mobile App,Patiala,Punjab,North,10,Returned,4,Delivered
ORD00194,25-May-25,CUST248,Riya,Male,24,Camera,Electronics,Camera,Apple,1,35438,20,7087.6,5103.07,457,33910.47,Net Banking,Website,Chandigarh,Punjab,North,10,No Return,1,Returned
ORD00195,16-Dec-25,CUST509,Rahul,Female,56,Shoes,Fashion,Shoes,Dell,2,44534,15,13360.2,13627.4,3,89338.2,Cash on Delivery,Website,Delhi,Delhi,North,5,No Return,2,Returned
ORD00196,14-Dec-25,CUST642,Riya,Female,50,Mouse,Electronics,Mouse,Dell,3,34485,20,20691,14897.52,283,97944.52,Cash on Delivery,Mobile App,Jaipur,Rajasthan,North,6,No Return,5,Cancelled
ORD00197,18-Mar-26,CUST315,Rahul,Female,29,Tablet,Electronics,Tablet,Nike,5,2512,5,628,2147.76,234,14313.76,UPI,Website,Mumbai,Maharashtra,West,5,No Return,2,Delivered
ORD00198,01-Jun-25,CUST105,Sneha,Male,33,Laptop,Electronics,Laptop,Samsung,5,17388,0,0,15649.2,308,102897.2,UPI,Mobile App,Bangalore,Karnataka,South,7,Returned,5,Delivered
ORD00199,18-Oct-25,CUST273,Arjun,Male,57,Mouse,Electronics,Mouse,Boat,2,2519,0,0,906.84,204,6148.84,Card,Website,Bangalore,Karnataka,South,8,No Return,3,Shipped
ORD00200,04-Aug-25,CUST651,Rahul,Male,51,Headphones,Electronics,Headphones,Adidas,3,16183,10,4854.9,7864.94,2,51561.04,Net Banking,Mobile App,Mumbai,Maharashtra,West,6,Returned,2,Returned
ORD00201,24-Jul-25,CUST584,Neha,Female,18,Mouse,Electronics,Mouse,Boat,1,10602,5,530.1,1812.94,367,12251.84,Net Banking,Website,Lucknow,Uttar Pradesh,North,2,No Return,1,Cancelled
ORD00202,11-Sep-25,CUST499,Vikas,Female,21,Mouse,Electronics,Mouse,Apple,4,7961,10,3184.4,5158.73,317,34135.33,Net Banking,Website,Pune,Maharashtra,West,4,Returned,5,Shipped
ORD00203,19-Feb-26,CUST550,Vikas,Female,19,Shoes,Fashion,Shoes,Sony,1,12794,0,0,2302.92,244,15340.92,Net Banking,Mobile App,Mumbai,Maharashtra,West,6,No Return,3,Shipped
ORD00204,29-May-25,CUST480,Riya,Female,35,Camera,Electronics,Camera,Apple,4,22668,5,4533.6,15504.91,15,101658.31,Card,Mobile App,Delhi,Delhi,North,8,No Return,5,Returned
ORD00205,09-Jan-26,CUST402,Priya,Female,41,Headphones,Electronics,Headphones,Nike,3,5734,20,3440.4,2477.09,0,16238.69,Card,Mobile App,Patiala,Punjab,North,5,Returned,3,Cancelled
ORD00206,26-Sep-25,CUST684,Arjun,Female,59,Mouse,Electronics,Mouse,Samsung,4,30869,0,0,22225.68,282,145983.68,Card,Website,Bangalore,Karnataka,South,7,No Return,4,Shipped
ORD00207,20-May-25,CUST510,Vikas,Female,49,Backpack,Accessories,Backpack,Sony,1,7798,10,779.8,1263.28,371,8652.48,Card,Mobile App,Patiala,Punjab,North,6,No Return,3,Cancelled
ORD00208,12-Sep-25,CUST801,Amit,Male,49,Mouse,Electronics,Mouse,Samsung,2,41986,5,4198.6,14359.21,169,94301.61,Card,Mobile App,Patiala,Punjab,North,6,Returned,5,Shipped
ORD00209,29-Dec-25,CUST132,Vikas,Female,26,Tablet,Electronics,Tablet,Apple,1,31155,5,1557.75,5327.51,11,34935.75,UPI,Website,Lucknow,Uttar Pradesh,North,1,Returned,5,Delivered
ORD00210,28-Jun-25,CUST861,Vikas,Male,53,Camera,Electronics,Camera,Noise,4,41074,20,32859.2,23658.62,115,155210.42,Cash on Delivery,Website,Delhi,Delhi,North,1,No Return,1,Returned
ORD00211,22-Dec-25,CUST485,Sneha,Female,50,Camera,Electronics,Camera,Noise,1,47164,20,9432.8,6791.62,27,44549.82,Net Banking,Mobile App,Mumbai,Maharashtra,West,3,Returned,3,Shipped
ORD00212,10-Dec-25,CUST845,Sneha,Female,35,Shoes,Fashion,Shoes,Lenovo,4,12596,15,7557.6,7708.75,445,50980.15,Cash on Delivery,Website,Chandigarh,Punjab,North,8,No Return,3,Cancelled
ORD00213,05-Mar-26,CUST164,Neha,Male,35,Tablet,Electronics,Tablet,Dell,3,17489,20,10493.4,7555.25,241,49769.85,Card,Website,Bangalore,Karnataka,South,8,Returned,4,Shipped
ORD00214,03-Feb-26,CUST737,Arjun,Male,54,Keyboard,Electronics,Keyboard,Apple,2,8534,0,0,3072.24,230,20370.24,Net Banking,Mobile App,Mumbai,Maharashtra,West,6,No Return,3,Cancelled
ORD00215,15-Dec-25,CUST155,Anjali,Female,48,Watch,Fashion,Watch,Apple,4,22679,0,0,16328.88,412,107456.88,UPI,Mobile App,Jaipur,Rajasthan,North,4,No Return,5,Returned
ORD00216,26-Jun-25,CUST786,Karan,Male,29,Phone,Electronics,Phone,HP,3,10780,15,4851,4948.02,12,32449.02,Card,Mobile App,Bangalore,Karnataka,South,6,No Return,2,Delivered
ORD00217,03-May-25,CUST870,Arjun,Female,22,Watch,Fashion,Watch,Adidas,1,41995,15,6299.25,6425.23,363,42483.99,Net Banking,Website,Mumbai,Maharashtra,West,10,No Return,3,Shipped
ORD00218,23-May-25,CUST984,Vikas,Female,51,Keyboard,Electronics,Keyboard,Samsung,1,2778,15,416.7,425.03,387,3173.33,Card,Mobile App,Bangalore,Karnataka,South,9,No Return,5,Delivered
ORD00219,28-Jun-25,CUST500,Amit,Male,27,Backpack,Accessories,Backpack,HP,3,35468,5,5320.2,18195.08,238,119516.88,UPI,Mobile App,Lucknow,Uttar Pradesh,North,4,Returned,1,Shipped
ORD00220,29-Nov-25,CUST188,Karan,Female,50,Camera,Electronics,Camera,HP,2,32959,20,13183.6,9492.19,266,62492.59,UPI,Mobile App,Delhi,Delhi,North,8,Returned,5,Cancelled
ORD00221,22-Nov-25,CUST969,Sneha,Female,53,Phone,Electronics,Phone,HP,4,31028,15,18616.8,18989.14,443,124927.34,Card,Mobile App,Pune,Maharashtra,West,1,Returned,3,Shipped
ORD00222,12-Nov-25,CUST348,Neha,Male,54,Tablet,Electronics,Tablet,Dell,4,19158,15,11494.8,11724.7,319,77180.9,UPI,Website,Bangalore,Karnataka,South,4,Returned,2,Shipped
ORD00223,14-May-25,CUST897,Anjali,Male,57,Phone,Electronics,Phone,Sony,1,25847,10,2584.7,4187.21,496,27945.51,UPI,Website,Bangalore,Karnataka,South,9,Returned,1,Cancelled
ORD00224,12-Dec-25,CUST382,Amit,Male,44,Backpack,Accessories,Backpack,Adidas,2,27899,5,2789.9,9541.46,245,62794.56,UPI,Website,Chandigarh,Punjab,North,6,Returned,2,Delivered
ORD00225,14-Nov-25,CUST507,Priya,Male,32,Headphones,Electronics,Headphones,Noise,5,4763,20,4763,3429.36,197,22678.36,Card,Website,Jaipur,Rajasthan,North,6,Returned,1,Cancelled
ORD00226,15-Oct-25,CUST531,Priya,Male,18,Headphones,Electronics,Headphones,Apple,2,26643,0,0,9591.48,210,63087.48,Cash on Delivery,Website,Mumbai,Maharashtra,West,3,No Return,2,Shipped
ORD00227,07-Sep-25,CUST528,Anjali,Male,41,Phone,Electronics,Phone,Dell,2,15860,20,6344,4567.68,237,30180.68,Net Banking,Mobile App,Pune,Maharashtra,West,9,Returned,4,Delivered
ORD00228,05-Feb-26,CUST799,Rahul,Male,56,Camera,Electronics,Camera,Nike,5,7974,5,1993.5,6817.77,291,44985.27,Card,Mobile App,Pune,Maharashtra,West,4,No Return,2,Delivered
ORD00229,15-Feb-26,CUST311,Sneha,Female,35,Backpack,Accessories,Backpack,Adidas,3,41035,20,24621,17727.12,486,116697.12,Net Banking,Mobile App,Delhi,Delhi,North,9,Returned,1,Shipped
ORD00230,25-May-25,CUST907,Rahul,Female,23,Headphones,Electronics,Headphones,Adidas,5,13190,0,0,11871,493,78314,Cash on Delivery,Website,Pune,Maharashtra,West,10,Returned,3,Shipped
ORD00231,05-Apr-26,CUST934,Arjun,Male,19,Tablet,Electronics,Tablet,Boat,3,35079,20,21047.4,15154.13,50,99393.73,UPI,Mobile App,Patiala,Punjab,North,8,No Return,3,Cancelled
ORD00232,28-Aug-25,CUST922,Priya,Female,43,Laptop,Electronics,Laptop,Dell,4,19650,0,0,14148,372,93120,Card,Mobile App,Delhi,Delhi,North,3,No Return,4,Cancelled
ORD00233,05-Jan-26,CUST860,Amit,Male,23,Backpack,Accessories,Backpack,HP,3,7283,0,0,3932.82,89,25870.82,Card,Website,Jaipur,Rajasthan,North,5,No Return,4,Returned
ORD00234,08-Jul-25,CUST265,Amit,Female,47,Tablet,Electronics,Tablet,Nike,2,18597,0,0,6694.92,194,44082.92,Net Banking,Website,Pune,Maharashtra,West,6,Returned,1,Delivered
ORD00235,04-Jun-25,CUST201,Amit,Male,41,Watch,Fashion,Watch,Apple,1,17820,20,3564,2566.08,383,17205.08,Card,Mobile App,Pune,Maharashtra,West,8,No Return,5,Cancelled
ORD00236,30-Sep-25,CUST313,Priya,Female,58,Watch,Fashion,Watch,Sony,5,29380,10,14690,23797.8,177,156184.8,Card,Mobile App,Pune,Maharashtra,West,10,Returned,1,Delivered
ORD00237,30-Oct-25,CUST218,Karan,Male,55,Headphones,Electronics,Headphones,Nike,5,48636,20,48636,35017.92,254,229815.92,Cash on Delivery,Website,Chandigarh,Punjab,North,3,No Return,2,Delivered
ORD00238,11-Mar-26,CUST385,Arjun,Female,40,Headphones,Electronics,Headphones,Samsung,3,4058,0,0,2191.32,130,14495.32,Net Banking,Mobile App,Chandigarh,Punjab,North,4,No Return,5,Shipped
ORD00239,17-Feb-26,CUST260,Sneha,Male,50,Camera,Electronics,Camera,Adidas,2,16518,15,4955.4,5054.51,326,33461.11,Net Banking,Website,Pune,Maharashtra,West,1,Returned,1,Returned
ORD00240,30-May-25,CUST652,Sneha,Male,42,Watch,Fashion,Watch,HP,2,42034,20,16813.6,12105.79,55,79415.19,Net Banking,Mobile App,Jaipur,Rajasthan,North,6,Returned,1,Cancelled
ORD00241,12-Nov-25,CUST997,Amit,Female,43,Shoes,Fashion,Shoes,Nike,2,40255,0,0,14491.8,415,95416.8,Card,Website,Patiala,Punjab,North,6,No Return,3,Shipped
ORD00242,25-May-25,CUST611,Priya,Male,41,Headphones,Electronics,Headphones,Noise,2,16819,10,3363.8,5449.36,185,35908.56,Net Banking,Mobile App,Pune,Maharashtra,West,9,Returned,1,Shipped
ORD00243,12-Jan-26,CUST885,Arjun,Male,36,Headphones,Electronics,Headphones,Samsung,5,17749,0,0,15974.1,215,104934.1,Cash on Delivery,Website,Jaipur,Rajasthan,North,9,No Return,1,Cancelled
ORD00244,12-Jul-25,CUST146,Sneha,Female,59,Watch,Fashion,Watch,Boat,1,17819,15,2672.85,2726.31,350,18222.46,Card,Mobile App,Lucknow,Uttar Pradesh,North,4,Returned,3,Shipped
ORD00245,04-Aug-25,CUST955,Vikas,Male,30,Keyboard,Electronics,Keyboard,Adidas,3,34354,5,5153.1,17623.6,57,115589.5,Card,Mobile App,Delhi,Delhi,North,3,Returned,3,Cancelled
ORD00246,03-Mar-26,CUST541,Sneha,Female,52,Headphones,Electronics,Headphones,Adidas,3,20946,20,12567.6,9048.67,113,59432.07,Net Banking,Website,Chandigarh,Punjab,North,10,Returned,3,Shipped
ORD00247,11-Jun-25,CUST161,Riya,Male,22,Laptop,Electronics,Laptop,HP,5,46655,20,46655,33591.6,138,220349.6,UPI,Website,Chandigarh,Punjab,North,9,No Return,3,Shipped
ORD00248,12-Dec-25,CUST982,Riya,Male,36,Watch,Fashion,Watch,Apple,4,3168,20,2534.4,1824.77,447,12409.37,UPI,Mobile App,Pune,Maharashtra,West,9,Returned,3,Shipped
ORD00249,31-Jul-25,CUST564,Sneha,Female,38,Phone,Electronics,Phone,Apple,3,13647,20,8188.2,5895.5,193,38841.3,Cash on Delivery,Mobile App,Pune,Maharashtra,West,9,No Return,5,Shipped
ORD00250,01-Oct-25,CUST433,Arjun,Female,49,Phone,Electronics,Phone,Lenovo,3,10903,0,0,5887.62,412,39008.62,Card,Website,Lucknow,Uttar Pradesh,North,8,No Return,5,Shipped
ORD00251,05-Sep-25,CUST671,Karan,Male,21,Phone,Electronics,Phone,Noise,4,12320,15,7392,7539.84,154,49581.84,Net Banking,Mobile App,Lucknow,Uttar Pradesh,North,5,Returned,5,Shipped
ORD00252,16-Aug-25,CUST768,Rahul,Male,37,Watch,Fashion,Watch,Noise,1,14063,10,1406.3,2278.21,103,15037.91,Cash on Delivery,Mobile App,Jaipur,Rajasthan,North,2,Returned,1,Shipped
ORD00253,12-Feb-26,CUST865,Anjali,Male,45,Tablet,Electronics,Tablet,Apple,3,38458,0,0,20767.32,484,136625.32,Card,Mobile App,Pune,Maharashtra,West,4,No Return,1,Shipped
ORD00254,13-May-25,CUST629,Amit,Male,40,Mouse,Electronics,Mouse,Lenovo,3,2136,0,0,1153.44,388,7949.44,UPI,Mobile App,Bangalore,Karnataka,South,9,No Return,5,Returned
ORD00255,10-Aug-25,CUST717,Sneha,Male,50,Shoes,Fashion,Shoes,Sony,4,6313,20,5050.4,3636.29,1,23838.89,UPI,Website,Lucknow,Uttar Pradesh,North,2,No Return,1,Cancelled
ORD00256,09-Apr-26,CUST102,Priya,Male,46,Tablet,Electronics,Tablet,Lenovo,4,26827,5,5365.4,18349.67,70,120362.27,UPI,Website,Bangalore,Karnataka,South,5,No Return,2,Shipped
ORD00257,07-Aug-25,CUST579,Karan,Female,44,Watch,Fashion,Watch,Lenovo,4,20044,10,8017.6,12988.51,449,85595.91,Cash on Delivery,Mobile App,Delhi,Delhi,North,4,Returned,5,Cancelled
